const,SquareFootage,NumBedrooms,IsLuxury
1.0,1803.59,2,1
1.0,550.0,3,0
1.0,1479.65,5,0
1.0,550.0,2,0
1.0,550.0,2,0
1.0,1030.61,2,0
1.0,1260.83,3,1
1.0,550.0,3,0
1.0,1232.47,2,0
1.0,1195.55,3,0
1.0,550.0,3,1
1.0,1599.99,3,1
1.0,863.89,4,0
1.0,1117.64,4,1
1.0,1647.02,3,1
1.0,563.95,4,1
1.0,952.41,3,0
1.0,1294.79,4,0
1.0,715.39,3,1
1.0,550.0,2,0
1.0,550.0,3,0
1.0,550.0,4,0
1.0,819.87,3,0
1.0,999.43,2,0
1.0,1476.57,3,1
1.0,1152.07,2,0
1.0,754.89,3,1
1.0,550.0,3,0
1.0,1886.86,4,0
1.0,1133.97,2,1
1.0,550.0,3,0
1.0,1383.14,2,1
1.0,1264.32,3,0
1.0,2181.96,2,0
1.0,760.98,3,1
1.0,1384.6,2,0
1.0,1574.12,3,1
1.0,550.0,3,0
1.0,950.3,3,0
1.0,940.49,2,0
1.0,1337.64,5,1
1.0,657.43,2,0
1.0,1285.02,4,0
1.0,2027.42,3,1
1.0,924.31,3,0
1.0,550.0,5,1
1.0,1186.64,4,1
1.0,1365.18,4,1
1.0,1287.85,1,0
1.0,1135.53,3,0
1.0,550.0,3,0
1.0,1333.31,5,1
1.0,1033.18,3,0
1.0,1102.88,4,0
1.0,2186.62,3,1
1.0,550.0,3,1
1.0,1093.37,3,0
1.0,1573.03,1,0
1.0,675.65,2,0
1.0,1584.32,3,0
1.0,1328.73,3,1
1.0,995.87,3,1
1.0,1015.18,1,0
1.0,550.0,3,0
1.0,550.0,3,0
1.0,550.0,3,0
1.0,852.22,3,0
1.0,1061.61,4,1
1.0,795.56,2,0
1.0,1778.46,5,1
1.0,955.54,3,0
1.0,1370.88,4,1
1.0,550.0,2,0
1.0,1684.91,5,1
1.0,824.59,3,0
1.0,1510.32,3,0
1.0,1374.36,3,0
1.0,1062.68,4,1
1.0,767.25,5,1
1.0,1218.48,2,1
1.0,594.6,3,0
1.0,727.05,4,0
1.0,1789.94,2,0
1.0,765.54,3,0
1.0,550.0,4,1
1.0,558.05,3,1
1.0,1421.05,4,1
1.0,550.0,2,0
1.0,594.82,4,1
1.0,1536.89,3,1
1.0,573.09,4,1
1.0,550.0,4,0
1.0,1253.45,3,0
1.0,1359.74,3,1
1.0,843.63,3,0
1.0,986.66,2,0
1.0,1421.49,4,1
1.0,550.0,3,0
1.0,855.68,4,1
1.0,550.0,4,0
1.0,557.05,3,0
1.0,614.25,3,0
1.0,736.55,2,0
1.0,1755.48,3,0
1.0,587.88,3,1
1.0,1536.98,1,1
1.0,1431.8,4,0
1.0,1511.32,5,0
1.0,1169.09,3,1
1.0,1005.49,2,0
1.0,550.0,2,0
1.0,806.32,3,1
1.0,550.0,4,0
1.0,921.39,2,1
1.0,1380.15,2,1
1.0,1942.55,3,1
1.0,1158.05,5,1
1.0,976.39,2,0
1.0,1303.24,3,1
1.0,846.02,3,0
1.0,1052.22,2,0
1.0,550.0,4,1
1.0,992.46,1,0
1.0,1385.96,3,1
1.0,1952.95,2,1
1.0,1396.11,3,0
1.0,976.06,2,0
1.0,1179.85,3,1
1.0,550.0,4,0
1.0,550.0,3,1
1.0,1346.45,3,1
1.0,1034.3,3,0
1.0,1026.67,4,1
1.0,1502.69,3,0
1.0,550.0,3,0
1.0,901.6,3,0
1.0,560.07,5,1
1.0,550.0,3,1
1.0,867.61,3,0
1.0,1038.87,2,0
1.0,1023.19,2,1
1.0,1593.93,5,1
1.0,550.0,4,0
1.0,1312.07,3,1
1.0,550.0,3,0
1.0,732.98,3,0
1.0,834.54,3,0
1.0,758.5,2,0
1.0,1399.45,3,1
1.0,1689.64,2,1
1.0,1689.2,3,1
1.0,1821.0,3,0
1.0,782.67,4,0
1.0,1138.02,3,1
1.0,710.01,4,1
1.0,1413.97,3,0
1.0,550.0,2,0
1.0,550.0,1,0
1.0,1181.68,2,1
1.0,629.66,1,0
1.0,958.52,1,0
1.0,1249.39,3,1
1.0,2041.61,3,1
1.0,550.67,3,0
1.0,1269.7,2,1
1.0,786.83,5,0
1.0,550.0,1,1
1.0,818.4,4,0
1.0,550.0,2,1
1.0,1384.34,1,0
1.0,1630.18,4,0
1.0,1402.62,2,1
1.0,927.23,5,1
1.0,840.53,4,0
1.0,1197.81,1,0
1.0,692.3,3,0
1.0,1137.9,3,1
1.0,1572.19,3,0
1.0,550.0,4,0
1.0,550.0,4,0
1.0,763.08,4,1
1.0,1768.98,2,0
1.0,550.0,2,0
1.0,1201.92,3,1
1.0,834.23,3,0
1.0,610.18,3,0
1.0,592.53,3,0
1.0,550.0,2,1
1.0,800.99,3,0
1.0,853.13,1,0
1.0,550.0,4,0
1.0,1428.71,3,0
1.0,550.0,3,0
1.0,1253.88,4,1
1.0,901.11,4,1
1.0,550.0,3,0
1.0,1116.57,3,0
1.0,1126.81,2,0
1.0,1719.91,3,1
1.0,1740.34,4,1
1.0,1476.26,3,1
1.0,550.0,3,0
1.0,550.0,1,0
1.0,550.0,3,0
1.0,796.45,3,1
1.0,918.67,4,1
1.0,2547.46,5,1
1.0,1148.42,2,0
1.0,550.0,2,0
1.0,550.0,3,0
1.0,2033.79,2,1
1.0,889.12,3,1
1.0,1569.27,4,1
1.0,1559.46,5,1
1.0,974.21,4,1
1.0,550.0,3,0
1.0,550.0,4,0
1.0,1101.3,2,1
1.0,1149.79,3,1
1.0,826.39,3,1
1.0,811.12,4,0
1.0,708.49,4,1
1.0,620.16,3,0
1.0,1647.88,3,1
1.0,1010.29,3,1
1.0,550.0,3,0
1.0,1233.61,3,0
1.0,901.73,4,0
1.0,1686.78,3,1
1.0,1729.89,5,1
1.0,646.73,3,0
1.0,1292.68,3,1
1.0,550.0,2,0
1.0,550.0,3,0
1.0,550.0,3,0
1.0,641.92,4,0
1.0,735.97,4,0
1.0,597.95,6,1
1.0,660.3,3,0
1.0,1202.35,3,1
1.0,1015.9,4,1
1.0,1211.73,3,1
1.0,591.9,3,0
1.0,741.18,4,1
1.0,759.92,4,0
1.0,829.85,3,0
1.0,550.0,4,0
1.0,707.6,3,0
1.0,1259.57,2,0
1.0,728.73,2,0
1.0,2054.6,1,1
1.0,1841.53,3,1
1.0,556.8,3,0
1.0,1286.07,2,0
1.0,1054.45,4,1
1.0,611.55,3,1
1.0,1335.94,2,0
1.0,579.44,2,0
1.0,550.0,2,0
1.0,818.85,3,1
1.0,876.47,3,1
1.0,1123.28,3,0
1.0,1131.08,2,1
1.0,550.0,3,0
1.0,550.0,2,0
1.0,1484.35,4,1
1.0,1104.41,3,0
1.0,1208.48,3,1
1.0,1749.76,4,0
1.0,774.15,3,0
1.0,550.0,1,0
1.0,568.77,4,0
1.0,1611.13,3,0
1.0,550.0,1,0
1.0,966.94,3,1
1.0,1363.77,4,1
1.0,1325.14,4,1
1.0,647.08,5,1
1.0,550.0,3,0
1.0,1051.87,3,0
1.0,726.76,2,0
1.0,1444.86,2,1
1.0,1771.64,2,1
1.0,572.31,2,0
1.0,550.0,4,1
1.0,1367.75,4,1
1.0,550.0,4,1
1.0,550.0,4,0
1.0,1330.52,3,1
1.0,707.95,2,1
1.0,1658.43,1,0
1.0,707.44,3,0
1.0,550.0,2,0
1.0,1004.72,5,1
1.0,1200.6,2,0
1.0,562.23,3,1
1.0,1006.58,2,0
1.0,1144.82,3,1
1.0,1114.36,2,1
1.0,676.56,1,0
1.0,550.0,2,0
1.0,1170.14,2,0
1.0,550.0,3,1
1.0,2046.36,3,1
1.0,1077.07,4,0
1.0,1386.95,4,1
1.0,1386.67,2,1
1.0,550.0,2,1
1.0,551.61,3,1
1.0,1005.18,3,1
1.0,1625.2,2,1
1.0,1204.2,3,1
1.0,778.08,2,0
1.0,1027.22,3,1
1.0,1941.44,4,0
1.0,1161.71,3,0
1.0,550.0,1,0
1.0,550.0,4,0
1.0,853.49,2,1
1.0,1352.6,3,0
1.0,550.0,1,0
1.0,1015.62,5,1
1.0,1054.14,2,0
1.0,550.0,3,0
1.0,1164.87,4,1
1.0,1316.59,4,1
1.0,1620.01,4,1
1.0,550.0,3,1
1.0,622.83,3,0
1.0,1101.32,3,1
1.0,550.0,4,1
1.0,2482.45,3,1
1.0,550.0,2,0
1.0,1343.88,3,0
1.0,1564.88,3,1
1.0,840.88,3,0
1.0,550.0,2,1
1.0,1049.9,4,1
1.0,783.68,2,0
1.0,550.0,3,0
1.0,847.13,4,0
1.0,1864.95,3,1
1.0,1176.06,4,1
1.0,1197.95,4,1
1.0,803.24,3,1
1.0,550.0,3,1
1.0,1026.89,3,1
1.0,1395.6,3,1
1.0,926.39,2,0
1.0,2196.04,4,1
1.0,1228.67,3,0
1.0,1457.02,3,1
1.0,1467.32,3,1
1.0,550.0,2,0
1.0,991.61,3,0
1.0,550.0,4,0
1.0,989.83,3,0
1.0,1294.28,4,1
1.0,550.0,3,0
1.0,574.11,3,0
1.0,740.44,3,0
1.0,999.91,3,0
1.0,1073.25,4,1
1.0,550.0,2,0
1.0,861.09,3,1
1.0,1275.64,3,0
1.0,800.65,2,0
1.0,1096.37,4,1
1.0,550.0,2,0
1.0,550.0,4,0
1.0,1778.42,4,1
1.0,550.0,2,0
1.0,1153.38,1,0
1.0,550.0,4,0
1.0,1656.84,3,0
1.0,687.1,3,0
1.0,1109.72,3,1
1.0,1336.58,1,0
1.0,652.13,2,0
1.0,1251.57,2,0
1.0,550.0,2,0
1.0,1345.36,4,1
1.0,971.06,5,0
1.0,713.43,2,0
1.0,550.0,4,0
1.0,2173.66,3,1
1.0,550.0,4,0
1.0,982.14,5,1
1.0,1813.67,3,1
1.0,1488.74,3,1
1.0,1032.2,4,0
1.0,641.56,3,0
1.0,1972.1,5,1
1.0,1381.99,4,1
1.0,964.27,6,1
1.0,749.78,3,1
1.0,690.56,1,0
1.0,1420.97,3,1
1.0,593.33,1,0
1.0,824.72,2,0
1.0,1484.11,5,1
1.0,1653.2,3,1
1.0,550.0,3,0
1.0,1190.94,1,0
1.0,1292.55,3,1
1.0,854.32,3,0
1.0,1305.44,3,1
1.0,744.96,3,0
1.0,1711.71,3,1
1.0,770.74,2,1
1.0,550.0,4,0
1.0,1037.77,4,1
1.0,550.0,3,0
1.0,949.45,3,1
1.0,829.16,4,1
1.0,1413.16,3,1
1.0,795.13,3,0
1.0,1495.88,2,0
1.0,1172.05,3,0
1.0,1000.46,2,0
1.0,1376.82,4,1
1.0,850.9,2,0
1.0,2047.85,2,0
1.0,550.0,2,0
1.0,550.0,1,0
1.0,550.0,4,1
1.0,1003.08,3,1
1.0,905.66,2,0
1.0,607.23,4,1
1.0,795.02,2,0
1.0,2014.53,3,1
1.0,930.21,2,0
1.0,2034.08,3,1
1.0,1108.96,4,0
1.0,1169.3,5,1
1.0,1280.42,3,1
1.0,584.56,4,1
1.0,602.49,2,1
1.0,1451.42,2,1
1.0,550.0,4,0
1.0,2228.78,2,1
1.0,961.97,3,1
1.0,550.0,2,1
1.0,834.57,3,0
1.0,857.34,2,0
1.0,974.78,2,1
1.0,550.0,4,1
1.0,1245.36,4,1
1.0,550.0,3,1
1.0,1434.95,3,1
1.0,1198.31,2,1
1.0,906.08,1,0
1.0,1295.36,2,1
1.0,765.15,4,0
1.0,1326.19,2,1
1.0,1358.99,3,1
1.0,901.84,3,0
1.0,811.92,4,0
1.0,914.6,4,0
1.0,963.49,3,1
1.0,1561.0,5,1
1.0,1014.08,4,1
1.0,787.09,3,0
1.0,820.98,5,1
1.0,562.94,3,0
1.0,839.82,5,1
1.0,1175.26,3,1
1.0,1553.57,4,1
1.0,745.2,3,0
1.0,897.47,3,0
1.0,897.54,5,1
1.0,600.01,1,0
1.0,988.77,2,1
1.0,1943.54,3,1
1.0,728.24,3,0
1.0,1404.58,3,0
1.0,1324.79,2,0
1.0,1754.22,5,1
1.0,1228.73,5,1
1.0,550.0,2,0
1.0,841.64,2,0
1.0,1031.45,5,1
1.0,1017.71,3,1
1.0,818.79,5,0
1.0,1151.39,3,1
1.0,550.0,1,1
1.0,1081.25,4,1
1.0,1313.71,2,0
1.0,783.91,2,0
1.0,1195.25,3,1
1.0,550.0,2,1
1.0,1454.5,4,1
1.0,550.0,3,1
1.0,1207.99,4,1
1.0,1460.2,2,1
1.0,550.0,2,0
1.0,1410.37,2,0
1.0,976.42,4,1
1.0,1937.36,1,1
1.0,1109.14,3,1
1.0,550.0,2,0
1.0,1134.03,3,1
1.0,1613.59,3,0
1.0,1256.39,4,1
1.0,1373.24,1,0
1.0,946.9,3,0
1.0,746.19,3,1
1.0,735.48,3,0
1.0,713.07,1,0
1.0,1492.21,3,1
1.0,550.0,1,1
1.0,846.38,2,1
1.0,1506.92,1,0
1.0,1787.52,3,1
1.0,1253.92,2,0
1.0,1127.34,5,1
1.0,550.0,2,0
1.0,1481.17,3,1
1.0,550.32,1,0
1.0,676.94,4,1
1.0,982.34,2,0
1.0,870.7,4,1
1.0,550.0,4,1
1.0,550.0,3,0
1.0,1260.48,4,1
1.0,1662.55,3,1
1.0,1625.02,5,0
1.0,550.0,4,1
1.0,1241.4,3,1
1.0,1366.41,4,0
1.0,865.23,3,1
1.0,550.0,3,0
1.0,1144.18,4,1
1.0,550.0,4,0
1.0,847.5,3,0
1.0,550.0,1,0
1.0,910.77,2,0
1.0,968.4,2,0
1.0,550.0,3,0
1.0,894.61,3,0
1.0,1900.51,3,1
1.0,695.85,3,1
1.0,1278.78,1,1
1.0,550.0,3,0
1.0,1064.7,1,1
1.0,1136.53,2,0
1.0,1158.81,5,1
1.0,1293.97,5,1
1.0,890.03,3,1
1.0,659.36,4,1
1.0,550.0,2,0
1.0,959.11,2,0
1.0,587.41,2,0
1.0,1233.39,3,1
1.0,1208.75,1,0
1.0,952.71,4,0
1.0,1672.14,3,1
1.0,1226.92,4,0
1.0,704.82,3,0
1.0,1222.1,4,0
1.0,746.96,2,1
1.0,1516.18,3,1
1.0,1216.56,4,1
1.0,550.0,2,0
1.0,1291.47,2,0
1.0,1306.61,5,1
1.0,1707.24,2,1
1.0,1421.91,2,1
1.0,1551.69,4,0
1.0,976.05,5,1
1.0,1077.55,4,0
1.0,592.47,2,0
1.0,1901.93,4,0
1.0,1102.68,5,0
1.0,1168.01,1,0
1.0,1709.82,3,1
1.0,919.65,3,1
1.0,1356.81,4,1
1.0,1349.61,4,1
1.0,1946.87,3,1
1.0,1520.66,2,1
1.0,1029.78,4,1
1.0,1640.35,3,1
1.0,947.02,2,1
1.0,1214.26,3,0
1.0,1075.51,3,0
1.0,774.56,3,1
1.0,1554.05,2,1
1.0,789.19,4,1
1.0,793.9,3,0
1.0,1341.66,3,0
1.0,679.29,2,0
1.0,1586.43,6,1
1.0,1029.58,3,0
1.0,837.79,2,1
1.0,1219.17,4,1
1.0,717.8,3,0
1.0,550.0,1,0
1.0,1184.28,5,0
1.0,550.0,3,0
1.0,1666.04,4,1
1.0,1371.91,2,0
1.0,852.81,4,0
1.0,860.64,4,0
1.0,601.5,2,0
1.0,1010.97,4,1
1.0,550.0,3,1
1.0,1463.97,4,1
1.0,987.04,3,0
1.0,1289.57,1,0
1.0,550.0,2,0
1.0,550.0,4,0
1.0,1029.81,2,0
1.0,779.94,4,0
1.0,660.24,2,0
1.0,1020.35,4,1
1.0,714.31,5,0
1.0,1175.56,1,1
1.0,1154.13,4,1
1.0,948.98,4,1
1.0,899.97,2,0
1.0,1211.22,4,1
1.0,1047.86,4,1
1.0,1199.76,3,1
1.0,1421.77,3,1
1.0,2130.05,2,1
1.0,1550.51,1,0
1.0,1967.05,3,1
1.0,1003.5,3,1
1.0,922.31,3,1
1.0,905.99,2,0
1.0,1162.05,4,1
1.0,917.42,2,0
1.0,550.0,3,1
1.0,2369.85,3,1
1.0,550.0,4,1
1.0,2186.44,2,1
1.0,992.53,3,1
1.0,1372.17,1,1
1.0,917.3,3,0
1.0,1363.54,2,0
1.0,1015.7,3,1
1.0,550.0,3,0
1.0,1344.89,2,1
1.0,632.32,2,1
1.0,688.68,4,1
1.0,716.61,5,1
1.0,1667.96,4,1
1.0,882.35,2,1
1.0,550.0,3,1
1.0,2111.58,4,1
1.0,662.93,3,1
1.0,1010.89,1,0
1.0,1394.28,4,0
1.0,550.0,3,0
1.0,550.0,2,1
1.0,1809.46,3,0
1.0,1065.79,2,0
1.0,550.0,5,0
1.0,1032.08,2,0
1.0,820.43,2,1
1.0,643.21,1,1
1.0,1318.16,3,1
1.0,550.0,2,0
1.0,586.69,4,1
1.0,1317.5,4,1
1.0,734.98,4,1
1.0,1228.22,2,1
1.0,690.87,2,0
1.0,1246.55,2,0
1.0,1671.11,3,1
1.0,696.19,4,0
1.0,609.97,3,1
1.0,550.0,2,0
1.0,1175.77,3,1
1.0,994.02,4,1
1.0,1561.56,4,0
1.0,1487.0,4,1
1.0,1305.82,3,0
1.0,550.0,3,0
1.0,1139.0,4,0
1.0,598.13,3,0
1.0,550.0,3,0
1.0,945.36,3,0
1.0,550.0,1,0
1.0,1300.04,4,0
1.0,1047.13,4,0
1.0,1282.32,4,1
1.0,1322.55,3,0
1.0,975.14,2,0
1.0,2727.04,4,1
1.0,917.84,3,0
1.0,1463.73,4,0
1.0,671.47,3,0
1.0,550.0,3,1
1.0,1348.31,2,0
1.0,1114.3,4,1
1.0,1032.34,3,1
1.0,986.38,2,0
1.0,928.36,3,1
1.0,1789.95,2,1
1.0,1575.85,5,1
1.0,1083.05,1,0
1.0,1760.77,2,1
1.0,1806.23,1,1
1.0,632.61,2,0
1.0,1338.02,4,1
1.0,550.0,4,1
1.0,752.35,1,0
1.0,1168.93,4,1
1.0,1078.38,1,1
1.0,1857.6,2,1
1.0,767.45,2,0
1.0,550.0,6,1
1.0,1398.37,2,0
1.0,1791.41,5,1
1.0,598.47,2,0
1.0,822.88,1,0
1.0,1351.19,2,0
1.0,669.41,3,0
1.0,1741.57,2,1
1.0,1291.47,3,1
1.0,811.36,3,0
1.0,550.0,3,0
1.0,914.61,2,0
1.0,1084.91,2,0
1.0,986.07,3,0
1.0,550.0,1,0
1.0,1377.51,4,1
1.0,1226.9,4,0
1.0,973.81,3,0
1.0,1637.03,4,1
1.0,825.1,2,0
1.0,550.0,3,0
1.0,1145.91,3,0
1.0,1196.5,2,0
1.0,1142.34,3,0
1.0,675.76,3,0
1.0,600.31,2,0
1.0,1531.71,4,1
1.0,730.3,4,0
1.0,839.02,3,1
1.0,1002.82,3,0
1.0,1240.92,3,1
1.0,1508.89,3,1
1.0,1674.78,3,1
1.0,550.0,3,0
1.0,897.9,4,1
1.0,1438.33,4,1
1.0,1113.56,3,1
1.0,550.0,2,0
1.0,550.0,3,0
1.0,1672.22,4,0
1.0,1051.16,4,0
1.0,1406.46,3,1
1.0,955.63,2,0
1.0,1751.95,3,0
1.0,1364.97,4,0
1.0,1012.98,3,0
1.0,1358.53,3,0
1.0,550.0,3,0
1.0,1774.08,2,1
1.0,1152.41,1,0
1.0,550.0,2,0
1.0,1132.62,4,0
1.0,1145.43,2,0
1.0,550.0,4,0
1.0,830.58,1,0
1.0,550.0,4,1
1.0,581.23,3,0
1.0,906.8,4,0
1.0,1438.56,3,1
1.0,1184.55,3,0
1.0,1257.89,4,1
1.0,1054.0,4,1
1.0,550.0,1,0
1.0,1066.98,3,1
1.0,550.0,2,0
1.0,1535.8,3,1
1.0,1835.01,3,1
1.0,550.0,3,1
1.0,1524.01,3,1
1.0,873.98,4,1
1.0,860.71,1,0
1.0,976.6,5,1
1.0,1099.53,3,0
1.0,1291.36,4,1
1.0,918.0,3,1
1.0,1186.46,1,0
1.0,550.0,2,0
1.0,1251.08,3,1
1.0,1033.74,2,1
1.0,1255.65,2,0
1.0,1307.18,3,0
1.0,650.59,1,0
1.0,1017.85,3,1
1.0,771.68,5,1
1.0,550.0,3,0
1.0,1205.61,4,1
1.0,838.09,3,0
1.0,1881.78,2,0
1.0,909.24,2,0
1.0,1327.08,1,0
1.0,1376.39,3,1
1.0,1564.31,4,1
1.0,1403.29,5,1
1.0,550.0,4,0
1.0,804.42,3,1
1.0,1202.15,1,0
1.0,884.1,4,0
1.0,1314.1,4,1
1.0,942.18,3,0
1.0,1513.75,4,0
1.0,1538.64,2,0
1.0,728.28,3,0
1.0,1373.52,2,0
1.0,1111.51,5,1
1.0,743.14,3,0
1.0,938.02,3,1
1.0,550.0,1,1
1.0,1418.41,3,1
1.0,824.68,4,0
1.0,550.0,4,0
1.0,1245.47,1,0
1.0,1080.39,3,0
1.0,1203.14,2,1
1.0,550.0,1,0
1.0,1596.19,4,1
1.0,1816.71,2,1
1.0,1655.49,3,0
1.0,1309.44,3,1
1.0,550.0,1,1
1.0,981.57,4,1
1.0,550.0,3,0
1.0,1533.97,4,1
1.0,1551.59,3,1
1.0,771.94,3,0
1.0,1057.01,3,0
1.0,598.26,5,1
1.0,1062.4,3,1
1.0,1420.25,2,0
1.0,912.18,4,1
1.0,2187.19,1,1
1.0,1466.12,2,1
1.0,1608.13,4,0
1.0,1404.97,2,0
1.0,1476.04,4,1
1.0,2097.51,3,1
1.0,872.51,1,0
1.0,1069.19,3,0
1.0,708.08,4,1
1.0,1068.3,3,0
1.0,812.92,3,0
1.0,838.47,2,0
1.0,1487.08,4,1
1.0,726.54,3,1
1.0,1065.62,4,0
1.0,1572.46,3,1
1.0,550.0,1,1
1.0,1914.87,4,1
1.0,933.03,3,1
1.0,1198.14,1,0
1.0,1428.56,3,1
1.0,550.0,3,1
1.0,1693.37,3,1
1.0,1000.26,3,0
1.0,1193.46,3,0
1.0,948.18,2,0
1.0,1221.1,4,1
1.0,694.46,3,1
1.0,724.79,3,0
1.0,550.0,4,1
1.0,846.7,1,0
1.0,1531.23,3,1
1.0,632.84,4,0
1.0,820.88,2,1
1.0,550.0,1,0
1.0,1627.28,3,1
1.0,1246.25,2,0
1.0,684.35,3,0
1.0,550.0,2,0
1.0,550.0,2,0
1.0,1581.07,3,1
1.0,1814.66,5,1
1.0,550.0,3,1
1.0,1526.27,5,1
1.0,550.0,4,0
1.0,1122.76,1,0
1.0,550.0,2,1
1.0,700.49,1,0
1.0,550.0,3,0
1.0,1524.87,3,1
1.0,1239.34,5,1
1.0,550.0,4,0
1.0,717.49,3,0
1.0,1090.36,4,1
1.0,550.0,4,1
1.0,697.91,1,0
1.0,905.51,3,1
1.0,694.97,3,0
1.0,1318.62,1,1
1.0,837.37,4,0
1.0,1438.77,4,1
1.0,550.0,3,0
1.0,550.0,4,0
1.0,976.75,4,1
1.0,1555.16,3,1
1.0,550.0,2,0
1.0,1765.92,1,0
1.0,760.31,2,0
1.0,1156.5,5,1
1.0,964.35,1,0
1.0,596.2,3,0
1.0,1363.61,3,0
1.0,1083.69,3,1
1.0,611.52,3,0
1.0,1757.2,2,0
1.0,1048.47,2,1
1.0,1025.57,1,0
1.0,998.05,5,1
1.0,986.1,3,1
1.0,550.0,4,1
1.0,550.0,3,0
1.0,785.53,2,0
1.0,958.81,2,0
1.0,1005.51,2,0
1.0,1721.87,3,1
1.0,1046.05,3,1
1.0,1594.79,3,0
1.0,1448.19,3,1
1.0,550.0,3,0
1.0,1995.91,2,1
1.0,757.98,3,0
1.0,1211.64,3,1
1.0,999.91,3,0
1.0,702.41,3,1
1.0,1558.39,2,0
1.0,550.0,3,0
1.0,1002.74,1,0
1.0,572.97,4,0
1.0,630.11,3,0
1.0,1076.83,3,1
1.0,1473.52,7,1
1.0,988.52,4,1
1.0,550.0,4,0
1.0,728.28,2,0
1.0,958.39,1,0
1.0,1045.03,3,1
1.0,616.76,3,0
1.0,550.0,2,0
1.0,955.53,4,1
1.0,897.32,3,1
1.0,1212.22,4,1
1.0,1345.45,3,0
1.0,1011.95,3,1
1.0,803.66,3,0
1.0,769.59,3,1
1.0,760.67,3,1
1.0,2054.95,3,1
1.0,1865.6,3,0
1.0,1589.48,4,0
1.0,666.15,2,0
1.0,756.23,4,0
1.0,1625.17,2,1
1.0,550.0,3,0
1.0,1231.41,3,0
1.0,1628.62,4,1
1.0,1145.69,4,1
1.0,1037.41,3,1
1.0,1743.94,3,0
1.0,995.76,2,1
1.0,1154.08,3,0
1.0,925.34,2,1
1.0,556.22,4,0
1.0,1286.25,2,0
1.0,550.0,1,0
1.0,1260.05,3,0
1.0,694.07,2,0
1.0,1243.56,3,1
1.0,557.97,3,0
1.0,1313.22,3,0
1.0,1399.82,5,1
1.0,1639.62,2,1
1.0,1487.76,2,0
1.0,1761.22,3,1
1.0,1910.13,2,0
1.0,1515.32,3,1
1.0,1796.97,2,1
1.0,806.38,3,0
1.0,550.0,2,0
1.0,550.0,3,0
1.0,1119.59,3,0
1.0,1066.78,5,1
1.0,1041.4,3,1
1.0,851.58,5,0
1.0,1305.51,4,1
1.0,555.25,2,0
1.0,1472.3,3,0
1.0,712.37,4,1
1.0,1352.22,4,1
1.0,731.56,3,1
1.0,907.08,2,0
1.0,869.91,4,1
1.0,667.55,1,0
1.0,1678.43,4,1
1.0,1095.53,3,1
1.0,1440.01,4,1
1.0,1199.9,4,1
1.0,1405.16,3,1
1.0,2218.22,4,0
1.0,1541.98,5,1
1.0,550.0,1,0
1.0,554.58,2,0
1.0,550.0,3,0
1.0,1637.2,3,1
1.0,731.37,5,1
1.0,722.71,3,0
1.0,550.0,3,0
1.0,550.0,1,1
1.0,1928.59,3,1
1.0,932.66,2,0
1.0,1875.44,5,0
1.0,843.07,4,1
1.0,550.0,2,0
1.0,1412.67,6,1
1.0,833.3,4,1
1.0,1006.91,1,0
1.0,1314.28,4,0
1.0,1292.24,4,0
1.0,702.7,2,0
1.0,1029.28,4,1
1.0,981.93,2,0
1.0,550.0,3,0
1.0,1456.98,2,1
1.0,1137.14,5,0
1.0,1180.8,3,0
1.0,899.55,5,1
1.0,776.1,4,1
1.0,550.0,3,0
1.0,964.34,4,0
1.0,1703.4,2,1
1.0,1122.12,4,1
1.0,979.38,2,0
1.0,1388.44,4,1
1.0,1116.26,2,0
1.0,860.32,3,0
1.0,1335.43,2,0
1.0,834.61,3,0
1.0,1449.57,2,1
1.0,1625.51,4,1
1.0,1436.09,4,1
1.0,1415.72,5,1
1.0,1477.19,3,1
1.0,1530.98,5,1
1.0,1067.69,3,0
1.0,691.53,1,0
1.0,550.0,2,0
1.0,972.21,3,0
1.0,1033.37,3,1
1.0,985.39,2,0
1.0,1597.52,4,1
1.0,954.69,1,0
1.0,786.1,3,1
1.0,1672.39,2,0
1.0,550.0,3,1
1.0,974.83,5,0
1.0,804.09,4,0
1.0,1378.95,3,0
1.0,761.64,3,1
1.0,809.47,2,0
1.0,682.7,2,0
1.0,2132.54,4,1
1.0,1698.19,4,1
1.0,2117.97,3,1
1.0,613.32,2,0
1.0,2206.64,3,0
1.0,1540.47,4,1
1.0,960.99,2,1
1.0,1122.0,4,1
1.0,1661.41,4,1
1.0,1379.3,3,1
1.0,673.6,3,1
1.0,1496.01,1,0
1.0,1035.05,3,1
1.0,1404.65,4,1
1.0,849.76,3,0
1.0,550.0,3,0
1.0,937.66,2,1
1.0,1974.31,2,1
1.0,569.54,3,1
1.0,581.12,3,1
1.0,1057.59,2,0
1.0,1033.26,2,1
1.0,665.49,2,0
1.0,2838.63,3,1
1.0,1923.15,3,1
1.0,1964.22,3,1
1.0,592.62,3,0
1.0,863.99,3,1
1.0,550.0,3,0
1.0,852.25,2,0
1.0,914.83,2,0
1.0,617.59,3,0
1.0,550.0,3,0
1.0,691.05,5,1
1.0,1313.46,3,1
1.0,2344.1,3,1
1.0,1825.36,3,1
1.0,1459.44,4,0
1.0,550.0,2,0
1.0,802.52,4,0
1.0,550.0,2,0
1.0,958.49,5,1
1.0,563.77,5,1
1.0,1811.08,5,1
1.0,2072.28,4,1
1.0,550.0,2,1
1.0,748.89,5,1
