Price,SquareFootage,BackyardSpace,CrimeRate,Fireplace,Garage,Fireplace_Present,Garage_Present,constant
100454.2202,550.0,373.21,28.5,No,No,0,0,1
274641.4696,1432.58,894.26,18.24,No,No,0,0,1
139220.3462,797.81,859.48,15.99,No,Yes,0,1,1
469224.3919,1269.91,799.79,17.36,Yes,No,1,0,1
405985.2649,1803.59,136.85,8.95,Yes,Yes,1,1,1
108316.6944,550.0,496.33,48.02,No,Yes,0,1,1
634236.6517,1479.65,469.03,1.51,No,No,0,0,1
115582.8138,550.0,155.03,49.64,No,No,0,0,1
155192.2549,550.0,224.19,7.13,Yes,No,1,0,1
221604.3822,1030.61,1131.48,21.85,Yes,No,1,0,1
391482.9572,1260.83,790.43,51.64,Yes,No,1,0,1
138522.2516,550.0,855.73,41.36,No,No,0,0,1
277576.4536,1232.47,158.27,45.65,Yes,Yes,1,1,1
200794.2658,1195.55,445.23,29.9,No,Yes,0,1,1
388822.7101,550.0,111.45,33.57,Yes,No,1,0,1
502681.1407,1599.99,525.08,12.36,No,Yes,0,1,1
257261.2663,863.89,768.97,19.11,No,No,0,0,1
558091.1803,1117.64,1111.76,21.99,Yes,No,1,0,1
284664.4704,1647.02,416.46,9.74,Yes,No,1,0,1
238735.4337,563.95,358.21,7.32,No,No,0,0,1
233192.9191,952.41,253.48,32.81,No,No,0,0,1
219438.7073,1294.79,622.3,44.34,Yes,No,1,0,1
299562.5482,715.39,398.03,59.49,No,No,0,0,1
94893.72949,550.0,375.04,3.77,No,No,0,0,1
144546.0256,550.0,773.12,29.87,No,No,0,0,1
276745.1316,550.0,519.1,23.41,No,No,0,0,1
243095.2922,819.87,516.74,19.64,No,No,0,0,1
144095.3205,999.43,431.74,43.76,Yes,No,1,0,1
527517.4762,1476.57,711.54,48.08,No,No,0,0,1
172170.5016,1152.07,335.95,6.0,No,No,0,0,1
294184.9964,754.89,552.49,14.42,No,Yes,0,1,1
126326.4729,550.0,249.68,39.55,No,Yes,0,1,1
801352.1832,1886.86,257.81,19.25,No,No,0,0,1
291554.8425,1133.97,498.38,12.98,No,No,0,0,1
268660.3877,550.0,191.07,44.56,No,No,0,0,1
406620.216,1383.14,291.71,17.3,No,No,0,0,1
265806.8971,1264.32,643.59,37.79,No,No,0,0,1
311079.6871,2181.96,819.81,9.9,Yes,No,1,0,1
313837.4258,760.98,811.64,19.6,Yes,Yes,1,1,1
265184.1466,1384.6,246.71,51.13,No,No,0,0,1
314011.1561,1574.12,342.59,11.23,No,Yes,0,1,1
224462.6259,550.0,404.19,45.38,No,No,0,0,1
216027.484,950.3,668.11,5.14,No,Yes,0,1,1
243836.8679,940.49,622.82,32.99,No,Yes,0,1,1
333808.6597,1337.64,232.02,45.72,No,No,0,0,1
106660.6252,657.43,886.83,65.15,No,Yes,0,1,1
299295.496,1285.02,507.52,5.25,No,No,0,0,1
620643.526,2027.42,659.36,16.38,Yes,Yes,1,1,1
243314.3963,924.31,860.94,47.7,Yes,No,1,0,1
286863.768,550.0,338.63,14.47,Yes,No,1,0,1
312914.8435,1186.64,775.84,34.22,No,Yes,0,1,1
437594.4926,1365.18,1306.51,18.31,No,Yes,0,1,1
190286.3937,1287.85,587.45,18.23,No,Yes,0,1,1
139014.6639,1135.53,638.61,39.12,No,No,0,0,1
285480.6974,550.0,214.99,30.25,No,Yes,0,1,1
664778.3726,1333.31,378.03,54.59,Yes,No,1,0,1
234702.934,1033.18,938.16,35.33,Yes,No,1,0,1
277124.1579,1102.88,1004.95,35.8,No,Yes,0,1,1
596871.5103,2186.62,741.75,25.63,No,Yes,0,1,1
171563.133,550.0,1023.45,3.96,Yes,Yes,1,1,1
620485.497,1093.37,640.98,51.03,No,No,0,0,1
166401.0351,1573.03,220.63,4.89,No,Yes,0,1,1
155966.8368,675.65,335.64,54.64,Yes,Yes,1,1,1
243713.4611,1584.32,757.21,5.91,No,Yes,0,1,1
364915.3492,1328.73,780.46,29.1,No,Yes,0,1,1
317209.8854,995.87,108.22,39.62,No,No,0,0,1
89507.31472,1015.18,568.72,36.93,No,No,0,0,1
168172.0172,550.0,126.98,57.93,Yes,No,1,0,1
107426.5406,550.0,192.55,38.99,No,Yes,0,1,1
87592.69696,550.0,403.16,7.11,No,No,0,0,1
174603.251,852.22,368.43,39.06,No,No,0,0,1
668152.1142,1061.61,117.16,14.98,Yes,No,1,0,1
114055.9299,795.56,18.23,29.24,Yes,No,1,0,1
379709.2558,1778.46,657.76,63.4,No,Yes,0,1,1
184345.9638,955.54,499.79,30.07,Yes,No,1,0,1
647940.0255,1370.88,970.89,28.58,No,No,0,0,1
152156.6843,550.0,752.61,25.2,No,No,0,0,1
577973.6383,1684.91,678.12,18.72,No,No,0,0,1
164053.6481,824.59,120.83,24.56,No,No,0,0,1
220116.8995,1510.32,688.98,44.06,No,No,0,0,1
347992.3326,1374.36,154.9,36.29,Yes,No,1,0,1
407982.6534,1062.68,748.12,4.62,No,Yes,0,1,1
495983.2214,767.25,25.4,21.67,Yes,Yes,1,1,1
351533.8074,1218.48,428.84,35.24,No,No,0,0,1
263045.3486,594.6,207.14,34.0,Yes,No,1,0,1
231689.9809,727.05,183.98,8.71,No,No,0,0,1
100671.6346,1789.94,407.92,44.43,No,No,0,0,1
228320.9626,765.54,65.01,39.42,No,No,0,0,1
455923.3553,550.0,551.02,20.39,No,No,0,0,1
145622.0632,558.05,723.46,4.77,No,No,0,0,1
458837.414,1421.05,788.01,43.06,Yes,No,1,0,1
125356.8514,550.0,713.06,65.56,No,Yes,0,1,1
386853.4093,594.82,30.06,16.17,No,Yes,0,1,1
504576.2147,1536.89,26.83,33.68,No,No,0,0,1
290723.6744,573.09,71.09,25.32,No,No,0,0,1
249253.7187,550.0,397.33,72.06,No,Yes,0,1,1
172082.2746,1253.45,670.26,21.08,Yes,Yes,1,1,1
701063.0109,1359.74,15.23,11.51,Yes,No,1,0,1
255223.1838,843.63,573.22,9.81,No,No,0,0,1
276946.0848,986.66,490.08,46.58,No,No,0,0,1
527403.0778,1421.49,1145.54,5.94,No,No,0,0,1
106858.1898,550.0,498.66,23.66,Yes,Yes,1,1,1
473517.8678,855.68,556.58,14.53,Yes,No,1,0,1
173749.1011,550.0,80.0,62.86,Yes,No,1,0,1
174112.8032,557.05,674.88,24.17,No,Yes,0,1,1
273206.7468,614.25,195.47,46.95,No,No,0,0,1
106203.7719,736.55,458.72,33.88,Yes,Yes,1,1,1
392429.0313,1755.48,140.31,32.19,Yes,No,1,0,1
292651.1657,587.88,421.5,47.85,No,Yes,0,1,1
137434.8608,1536.98,267.89,23.77,No,Yes,0,1,1
241637.9918,1431.8,487.22,56.36,No,No,0,0,1
728016.4966,1511.32,730.62,49.65,No,Yes,0,1,1
450754.4439,1169.09,688.39,54.04,No,No,0,0,1
184023.9313,1005.49,330.77,36.35,Yes,Yes,1,1,1
129585.866,550.0,773.29,7.32,No,No,0,0,1
189464.8595,806.32,213.07,15.42,Yes,Yes,1,1,1
192709.4402,550.0,133.63,61.86,Yes,Yes,1,1,1
87553.43304,921.39,140.16,49.43,No,Yes,0,1,1
294734.4667,1380.15,439.64,50.0,Yes,No,1,0,1
266314.2278,1942.55,1089.4,23.0,No,No,0,0,1
592114.7018,1158.05,173.55,34.8,No,No,0,0,1
172264.1938,976.39,292.84,66.65,No,Yes,0,1,1
451392.1117,1303.24,989.25,25.71,No,Yes,0,1,1
189542.5624,846.02,272.41,35.7,No,No,0,0,1
154377.7289,1052.22,550.11,42.21,No,No,0,0,1
247646.9723,550.0,496.29,21.44,Yes,No,1,0,1
115076.6196,992.46,358.12,51.91,No,No,0,0,1
325171.012,1385.96,47.23,16.35,No,No,0,0,1
404649.8598,1952.95,539.04,18.03,Yes,No,1,0,1
268498.1044,1396.11,149.42,46.15,No,Yes,0,1,1
244151.4962,976.06,692.25,10.8,No,Yes,0,1,1
542507.0004,1179.85,28.74,40.75,Yes,Yes,1,1,1
257834.9712,550.0,753.8,14.54,Yes,No,1,0,1
446524.2008,550.0,720.12,35.58,No,Yes,0,1,1
523759.2625,1346.45,512.67,30.96,No,Yes,0,1,1
214599.2362,1034.3,193.7,21.15,No,No,0,0,1
411991.4629,1026.67,273.07,53.39,No,No,0,0,1
209226.8989,1502.69,195.91,3.82,Yes,Yes,1,1,1
235726.9397,550.0,93.26,7.27,Yes,Yes,1,1,1
220458.9936,901.6,628.48,25.15,No,No,0,0,1
326257.5547,560.07,428.93,25.01,No,No,0,0,1
195380.3873,550.0,201.96,40.06,No,Yes,0,1,1
200222.2152,867.61,154.71,14.86,Yes,Yes,1,1,1
115898.4252,1038.87,58.41,62.24,No,Yes,0,1,1
310388.4997,1023.19,937.47,10.89,Yes,No,1,0,1
498427.3212,1593.93,328.26,36.44,No,No,0,0,1
175804.0395,550.0,345.76,28.49,No,No,0,0,1
333119.4581,1312.07,1016.73,43.54,No,No,0,0,1
272175.1689,550.0,78.01,38.2,No,Yes,0,1,1
180489.4816,732.98,646.2,24.02,No,Yes,0,1,1
178832.3372,834.54,1030.56,12.35,No,No,0,0,1
246774.391,758.5,380.34,20.19,No,No,0,0,1
367857.0917,1399.45,951.7,33.02,No,No,0,0,1
352118.863,1689.64,417.65,14.38,Yes,No,1,0,1
436686.29,1689.2,740.25,14.54,No,Yes,0,1,1
266635.8168,1821.0,553.0,16.65,Yes,Yes,1,1,1
216118.7539,782.67,510.22,33.65,Yes,No,1,0,1
381030.2686,1138.02,624.6,28.96,Yes,No,1,0,1
445123.7902,710.01,47.38,3.23,No,Yes,0,1,1
290193.7822,1413.97,613.62,12.75,No,Yes,0,1,1
146184.7259,550.0,429.64,58.68,No,No,0,0,1
167505.027,550.0,358.44,33.05,No,No,0,0,1
338592.5273,1181.68,157.44,28.71,No,Yes,0,1,1
126734.4481,629.66,157.02,14.66,Yes,No,1,0,1
106573.5554,958.52,856.39,36.15,Yes,No,1,0,1
429336.5244,1249.39,499.06,15.52,No,No,0,0,1
307431.951,2041.61,831.25,50.41,Yes,No,1,0,1
192298.4441,550.67,546.54,40.36,No,No,0,0,1
348718.2566,1269.7,792.87,29.09,No,Yes,0,1,1
253793.309,786.83,459.72,33.12,No,No,0,0,1
324138.1524,550.0,797.71,37.65,Yes,No,1,0,1
209459.8706,818.4,740.32,1.36,No,No,0,0,1
311554.6722,550.0,63.74,20.59,No,No,0,0,1
166416.1392,1384.34,514.0,56.25,No,Yes,0,1,1
387598.4927,1630.18,513.19,3.33,Yes,Yes,1,1,1
293436.3778,1402.62,716.27,56.54,Yes,No,1,0,1
559270.6017,927.23,675.93,16.65,No,Yes,0,1,1
275386.7579,840.53,710.01,14.97,No,No,0,0,1
123995.3891,1197.81,628.9,2.21,Yes,Yes,1,1,1
185993.6128,692.3,475.8,7.83,No,No,0,0,1
347272.8982,1137.9,627.53,28.49,No,No,0,0,1
168852.6152,1572.19,278.54,37.99,No,No,0,0,1
274219.2224,550.0,286.94,32.64,No,Yes,0,1,1
220880.9254,550.0,480.89,0.75,No,Yes,0,1,1
436583.3912,763.08,259.31,53.7,Yes,No,1,0,1
264995.9968,1768.98,599.24,38.64,No,Yes,0,1,1
180264.3626,550.0,40.9,37.83,Yes,Yes,1,1,1
311390.3588,1201.92,546.82,30.9,Yes,Yes,1,1,1
244642.5188,834.23,551.58,19.97,No,No,0,0,1
147432.4916,610.18,323.85,39.15,Yes,Yes,1,1,1
169045.8255,592.53,756.19,2.77,No,No,0,0,1
140598.8579,550.0,426.87,44.32,Yes,No,1,0,1
247071.616,800.99,642.05,37.22,No,Yes,0,1,1
160568.0355,853.13,742.75,22.08,No,Yes,0,1,1
181325.5549,550.0,2.21,35.82,No,Yes,0,1,1
403407.0994,1428.71,959.21,22.77,No,Yes,0,1,1
229290.5403,550.0,482.35,49.75,No,No,0,0,1
331012.6022,1253.88,381.02,28.24,No,No,0,0,1
297790.4311,901.11,914.75,17.68,No,No,0,0,1
109519.9162,550.0,688.6,50.9,Yes,No,1,0,1
228840.023,1116.57,378.34,65.58,No,Yes,0,1,1
164642.1452,1126.81,572.81,8.75,Yes,Yes,1,1,1
368724.117,1719.91,524.54,35.11,No,No,0,0,1
716433.5331,1740.34,831.82,19.57,No,Yes,0,1,1
301249.9623,1476.26,256.84,38.87,No,No,0,0,1
191719.6633,550.0,655.46,52.51,No,No,0,0,1
109352.9138,550.0,621.84,52.63,Yes,No,1,0,1
112111.933,550.0,329.86,66.59,No,No,0,0,1
292428.3672,796.45,787.55,34.52,No,No,0,0,1
285671.5703,918.67,128.41,27.92,Yes,No,1,0,1
740112.2268,2547.46,207.78,0.54,No,No,0,0,1
132210.7474,1148.42,411.71,7.21,Yes,Yes,1,1,1
123607.752,550.0,476.85,52.05,No,Yes,0,1,1
107785.5137,550.0,316.28,32.55,Yes,Yes,1,1,1
560377.0145,2033.79,123.13,67.68,Yes,No,1,0,1
445000.4992,889.12,682.57,20.27,No,Yes,0,1,1
585904.7904,1569.27,418.54,25.32,No,No,0,0,1
548801.6252,1559.46,615.76,1.75,No,No,0,0,1
454510.2017,974.21,712.49,53.26,Yes,No,1,0,1
247871.7929,550.0,136.51,49.92,No,No,0,0,1
169035.3533,550.0,486.27,12.81,No,Yes,0,1,1
294636.4247,1101.3,224.69,12.71,Yes,No,1,0,1
335479.1449,1149.79,294.11,31.28,No,No,0,0,1
174486.9737,826.39,409.46,0.06,No,No,0,0,1
161024.8989,811.12,545.38,6.38,Yes,No,1,0,1
341453.6385,708.49,937.85,34.27,No,Yes,0,1,1
366320.0461,620.16,672.99,17.78,No,No,0,0,1
384302.9634,1647.88,605.78,39.02,Yes,No,1,0,1
369374.0785,1010.29,172.3,32.07,No,No,0,0,1
133195.6287,550.0,185.79,29.97,No,Yes,0,1,1
187035.2859,1233.61,871.0,28.97,No,No,0,0,1
390743.2922,901.73,110.39,33.46,Yes,No,1,0,1
533515.2737,1686.78,321.81,16.01,No,Yes,0,1,1
447754.7187,1729.89,190.17,12.56,Yes,Yes,1,1,1
203826.3253,646.73,213.15,34.81,No,Yes,0,1,1
299748.049,1292.68,543.48,32.08,Yes,No,1,0,1
176180.2675,550.0,239.61,35.65,No,No,0,0,1
141906.3328,550.0,402.81,1.55,No,No,0,0,1
166410.2939,550.0,452.06,29.42,No,Yes,0,1,1
220449.0188,641.92,728.7,1.13,No,No,0,0,1
167060.5385,735.97,144.0,43.21,No,No,0,0,1
595309.7115,597.95,684.18,29.81,Yes,Yes,1,1,1
238031.5034,660.3,840.21,18.93,No,No,0,0,1
294966.6083,1202.35,311.3,39.48,No,No,0,0,1
387022.6954,1015.9,512.55,70.59,No,No,0,0,1
358954.4705,1211.73,516.89,21.83,No,No,0,0,1
182090.5999,591.9,790.45,50.95,No,Yes,0,1,1
306499.0732,741.18,235.79,30.89,No,Yes,0,1,1
239145.3146,759.92,237.53,19.42,No,No,0,0,1
147605.9,829.85,560.84,50.89,No,No,0,0,1
223834.2497,550.0,97.11,0.22,No,No,0,0,1
147751.6192,707.6,823.29,32.6,Yes,No,1,0,1
172946.3162,1259.57,703.53,27.75,Yes,No,1,0,1
106683.0052,728.73,699.78,8.5,No,Yes,0,1,1
377484.9406,2054.6,217.02,6.62,No,No,0,0,1
259129.7683,1841.53,880.97,6.79,No,Yes,0,1,1
221652.5832,556.8,963.36,13.49,No,No,0,0,1
183995.1525,1286.07,187.63,54.68,Yes,Yes,1,1,1
439736.5995,1054.45,571.38,43.91,No,No,0,0,1
325228.2416,611.55,846.64,35.99,Yes,No,1,0,1
277072.5336,1335.94,242.77,49.05,No,No,0,0,1
126781.413,579.44,511.53,43.53,No,No,0,0,1
118293.0448,550.0,47.03,52.37,Yes,No,1,0,1
408199.614,818.85,123.91,32.19,No,Yes,0,1,1
317286.8387,876.47,506.68,43.73,Yes,No,1,0,1
237747.1793,1123.28,274.49,53.25,No,Yes,0,1,1
368140.5532,1131.08,127.93,27.75,No,No,0,0,1
190796.713,550.0,382.66,32.19,No,Yes,0,1,1
130991.5648,550.0,71.09,31.67,No,No,0,0,1
373566.5159,1484.35,513.61,43.1,Yes,Yes,1,1,1
181623.4481,1104.41,848.77,25.92,No,No,0,0,1
247757.2793,1208.48,463.28,2.83,Yes,No,1,0,1
637845.1546,1749.76,920.71,17.61,No,Yes,0,1,1
198737.0467,774.15,294.12,51.73,No,No,0,0,1
269320.9444,550.0,357.36,36.28,Yes,Yes,1,1,1
105014.6275,568.77,183.39,12.68,Yes,Yes,1,1,1
236852.6988,1611.13,289.96,33.11,Yes,Yes,1,1,1
140335.5584,550.0,493.67,62.72,No,No,0,0,1
379303.0371,966.94,674.08,6.77,No,No,0,0,1
481586.8265,1363.77,1012.71,4.34,No,Yes,0,1,1
557984.5278,1325.14,176.86,51.31,Yes,Yes,1,1,1
621514.0038,647.08,5.52,34.31,Yes,Yes,1,1,1
102435.3805,550.0,37.87,33.88,No,Yes,0,1,1
208616.2079,1051.87,323.72,40.07,No,Yes,0,1,1
95474.22338,726.76,919.43,28.83,No,No,0,0,1
355748.8956,1444.86,733.19,2.48,No,No,0,0,1
431632.9844,1771.64,355.7,44.15,No,Yes,0,1,1
186967.2311,572.31,467.86,3.74,Yes,No,1,0,1
409837.8844,550.0,378.27,28.68,No,No,0,0,1
470749.5279,1367.75,829.6,28.33,Yes,No,1,0,1
344345.3157,550.0,584.5,38.03,No,No,0,0,1
105457.0652,550.0,173.56,36.25,No,No,0,0,1
335858.8406,1330.52,902.12,29.26,No,Yes,0,1,1
330874.5842,707.95,1040.66,10.21,No,No,0,0,1
182404.964,1658.43,460.71,18.86,Yes,No,1,0,1
157016.0229,707.44,1199.93,60.29,No,Yes,0,1,1
171020.9746,550.0,64.6,6.1,No,Yes,0,1,1
475149.7195,1004.72,263.69,18.06,No,No,0,0,1
127201.7428,1200.6,811.38,44.76,Yes,Yes,1,1,1
425016.2084,562.23,438.45,32.09,No,Yes,0,1,1
179111.0641,1006.58,767.78,12.09,Yes,Yes,1,1,1
441797.6611,1144.82,273.57,27.22,No,No,0,0,1
383062.9673,1114.36,505.49,26.67,Yes,No,1,0,1
183050.1678,676.56,552.24,30.05,No,No,0,0,1
214792.7871,550.0,185.8,18.59,Yes,Yes,1,1,1
210386.9226,1170.14,757.79,49.75,Yes,Yes,1,1,1
284128.3875,550.0,807.34,22.01,No,No,0,0,1
658930.854,2046.36,804.37,76.28,No,No,0,0,1
223631.1761,1077.07,704.37,55.86,No,No,0,0,1
458718.1038,1386.95,387.79,40.65,Yes,No,1,0,1
355520.0706,1386.67,662.07,46.04,Yes,No,1,0,1
303812.3481,550.0,133.69,30.57,Yes,Yes,1,1,1
321465.721,551.61,547.19,35.1,No,No,0,0,1
176071.022,1005.18,800.06,37.95,No,No,0,0,1
321142.0997,1625.2,30.27,13.9,No,No,0,0,1
293853.7085,1204.2,264.73,38.88,No,No,0,0,1
117408.8394,778.08,282.42,48.16,Yes,No,1,0,1
358166.2244,1027.22,166.11,17.4,No,Yes,0,1,1
488321.9791,1941.44,28.23,39.35,Yes,Yes,1,1,1
266132.3364,1161.71,774.41,0.81,No,Yes,0,1,1
135240.9527,550.0,175.5,45.15,No,Yes,0,1,1
269500.4758,550.0,720.95,35.34,No,No,0,0,1
296420.9407,853.49,278.3,13.94,No,No,0,0,1
352245.6365,1352.6,589.73,12.81,No,Yes,0,1,1
108036.1452,550.0,467.4,6.44,No,No,0,0,1
469787.4253,1015.62,1127.22,73.91,No,No,0,0,1
242474.8316,1054.14,308.78,44.33,No,Yes,0,1,1
195394.7271,550.0,609.16,16.42,No,No,0,0,1
423666.1849,1164.87,501.71,64.9,No,Yes,0,1,1
649298.622,1316.59,163.96,20.24,No,No,0,0,1
552908.7589,1620.01,891.11,35.77,No,No,0,0,1
340049.7139,550.0,171.28,35.73,No,Yes,0,1,1
139838.0712,622.83,135.44,63.91,No,No,0,0,1
394748.4104,1101.32,627.87,30.98,No,No,0,0,1
331474.4211,550.0,696.52,62.44,No,No,0,0,1
420596.5449,2482.45,798.67,11.72,No,No,0,0,1
148936.4237,550.0,879.06,31.85,No,No,0,0,1
237289.5945,1343.88,1154.36,5.55,No,No,0,0,1
477659.6964,1564.88,697.54,37.87,No,No,0,0,1
241973.132,840.88,221.11,56.24,No,Yes,0,1,1
214542.4035,550.0,340.36,14.6,Yes,No,1,0,1
515634.3517,1049.9,310.73,63.55,No,No,0,0,1
178277.2988,783.68,540.28,22.14,No,No,0,0,1
118005.4383,550.0,593.96,35.67,Yes,Yes,1,1,1
233930.5767,847.13,1113.81,40.58,Yes,No,1,0,1
358519.7049,1864.95,855.28,16.03,Yes,No,1,0,1
439467.0557,1176.06,509.53,40.06,No,Yes,0,1,1
579828.7902,1197.95,424.29,2.54,No,Yes,0,1,1
340846.2192,803.24,396.68,61.57,No,No,0,0,1
103906.7701,550.0,576.33,29.73,No,Yes,0,1,1
303263.1002,1026.89,149.28,31.68,No,No,0,0,1
454814.8805,1395.6,644.65,21.54,Yes,No,1,0,1
262885.2504,926.39,285.3,28.9,No,No,0,0,1
444323.1819,2196.04,534.15,31.09,No,Yes,0,1,1
379378.2464,1228.67,255.69,20.08,Yes,No,1,0,1
516899.9028,1457.02,193.61,66.17,No,No,0,0,1
317864.72,1467.32,556.03,11.02,No,No,0,0,1
99796.15875,550.0,424.57,18.32,No,Yes,0,1,1
183644.5634,991.61,630.77,26.79,No,No,0,0,1
265923.2631,550.0,529.51,19.67,No,Yes,0,1,1
458340.5494,989.83,481.62,17.58,No,Yes,0,1,1
515034.703,1294.28,781.13,25.49,No,No,0,0,1
239890.6814,550.0,9.28,2.23,No,Yes,0,1,1
113473.0186,574.11,513.85,38.11,No,No,0,0,1
202333.7397,740.44,703.92,8.61,No,No,0,0,1
162320.7656,999.91,544.9,33.14,Yes,No,1,0,1
179304.2649,1073.25,843.34,25.57,No,Yes,0,1,1
146327.6155,550.0,874.61,43.33,No,Yes,0,1,1
362669.4953,861.09,259.3,32.52,No,No,0,0,1
178287.6262,1275.64,514.5,18.05,No,No,0,0,1
203330.5476,800.65,924.14,28.2,No,No,0,0,1
389246.5963,1096.37,515.33,75.94,Yes,No,1,0,1
169245.1904,550.0,188.4,15.88,No,Yes,0,1,1
230955.7823,550.0,716.21,11.33,Yes,No,1,0,1
478604.9413,1778.42,89.94,13.36,No,No,0,0,1
99201.47008,550.0,698.47,41.82,No,Yes,0,1,1
169669.0713,1153.38,843.0,6.17,No,No,0,0,1
191978.5615,550.0,727.82,36.87,No,Yes,0,1,1
525579.2303,1656.84,433.85,58.15,No,Yes,0,1,1
363172.6963,687.1,582.15,20.61,No,No,0,0,1
429467.2941,1109.72,44.17,23.55,No,No,0,0,1
118339.1469,1336.58,938.65,48.3,No,No,0,0,1
130151.0263,652.13,428.53,34.3,No,No,0,0,1
188495.1353,1251.57,860.35,38.4,Yes,Yes,1,1,1
110478.7079,550.0,509.05,15.73,No,No,0,0,1
722695.5967,1345.36,218.21,14.77,Yes,Yes,1,1,1
248443.0907,971.06,757.35,7.36,No,Yes,0,1,1
222835.941,713.43,646.91,22.11,No,No,0,0,1
229907.5308,550.0,1035.56,32.58,No,Yes,0,1,1
649144.8176,2173.66,713.77,12.95,No,No,0,0,1
158795.2187,550.0,699.72,44.59,No,No,0,0,1
295696.8424,982.14,719.34,29.47,Yes,No,1,0,1
444847.9144,1813.67,575.13,10.48,No,No,0,0,1
610665.3734,1488.74,497.92,13.92,No,Yes,0,1,1
260584.5972,1032.2,582.38,1.39,No,No,0,0,1
223352.04,641.56,515.97,22.57,Yes,No,1,0,1
605332.7378,1972.1,934.26,19.44,No,Yes,0,1,1
449874.4741,1381.99,401.84,58.52,Yes,No,1,0,1
476766.0442,964.27,623.13,25.83,Yes,No,1,0,1
237711.8506,749.78,502.64,20.61,No,No,0,0,1
138983.7605,690.56,521.09,57.03,No,No,0,0,1
674874.6858,1420.97,888.93,47.68,Yes,No,1,0,1
168961.3183,593.33,522.54,26.44,No,Yes,0,1,1
147636.2983,824.72,202.39,50.74,No,No,0,0,1
728981.4251,1484.11,669.33,3.52,No,No,0,0,1
671258.9396,1653.2,853.9,39.52,Yes,No,1,0,1
228969.0716,550.0,69.49,11.04,No,No,0,0,1
136992.0677,1190.94,605.16,7.87,No,Yes,0,1,1
653098.2287,1292.55,692.31,24.5,Yes,Yes,1,1,1
129436.3972,854.32,87.62,18.81,Yes,No,1,0,1
317623.7007,1305.44,401.45,12.72,No,No,0,0,1
260065.2432,744.96,590.96,52.28,No,No,0,0,1
458228.8181,1711.71,1013.39,41.84,Yes,No,1,0,1
380930.7666,770.74,372.5,6.0,No,Yes,0,1,1
120021.2617,550.0,641.16,41.81,No,No,0,0,1
410505.7881,1037.77,22.57,60.16,No,Yes,0,1,1
134547.8645,550.0,335.59,52.64,No,Yes,0,1,1
446895.5184,949.45,540.27,10.59,No,Yes,0,1,1
392080.7921,829.16,367.52,56.49,No,Yes,0,1,1
350743.6955,1413.16,554.43,9.33,No,No,0,0,1
218544.2298,795.13,1110.65,46.56,No,Yes,0,1,1
206442.1435,1495.88,764.44,25.55,No,Yes,0,1,1
259413.2253,1172.05,631.0,36.56,No,No,0,0,1
125330.8811,1000.46,354.08,37.13,No,No,0,0,1
375807.7968,1376.82,636.25,44.6,No,Yes,0,1,1
256951.685,850.9,166.22,6.79,No,No,0,0,1
492346.072,2047.85,667.98,28.65,No,Yes,0,1,1
111387.8426,550.0,406.06,28.88,No,Yes,0,1,1
140480.1178,550.0,336.71,65.43,No,No,0,0,1
298550.7118,550.0,258.5,9.22,No,Yes,0,1,1
448388.3903,1003.08,553.67,38.64,No,Yes,0,1,1
178847.5692,905.66,1061.04,29.67,Yes,No,1,0,1
313865.4735,607.23,468.05,52.82,No,Yes,0,1,1
209281.8858,795.02,505.39,39.19,No,Yes,0,1,1
479347.3542,2014.53,349.18,31.28,No,Yes,0,1,1
241370.1502,930.21,566.0,40.66,No,No,0,0,1
420008.0172,2034.08,230.2,6.35,No,Yes,0,1,1
260597.4029,1108.96,523.92,36.58,No,No,0,0,1
494047.2404,1169.3,376.64,53.9,No,No,0,0,1
513305.2882,1280.42,281.29,23.65,No,Yes,0,1,1
221980.481,584.56,675.47,49.66,No,Yes,0,1,1
226476.069,602.49,489.82,19.38,Yes,Yes,1,1,1
442888.6542,1451.42,414.73,50.98,No,No,0,0,1
104515.8155,550.0,710.29,73.48,No,No,0,0,1
471933.5698,2228.78,8.42,19.35,Yes,No,1,0,1
376806.9077,961.97,301.57,8.25,Yes,Yes,1,1,1
360383.6609,550.0,145.93,10.7,Yes,Yes,1,1,1
198803.6428,834.57,439.92,22.32,No,Yes,0,1,1
227750.252,857.34,139.8,37.9,No,No,0,0,1
292000.4039,974.78,754.78,58.37,No,No,0,0,1
319296.6176,550.0,903.12,12.23,No,Yes,0,1,1
348788.7039,1245.36,727.46,48.94,No,No,0,0,1
323911.7643,550.0,230.72,38.85,No,No,0,0,1
591379.3687,1434.95,1010.57,44.04,No,No,0,0,1
262216.334,1198.31,747.07,41.41,No,No,0,0,1
111532.0583,906.08,702.68,32.39,No,No,0,0,1
301123.5065,1295.36,46.4,44.02,Yes,Yes,1,1,1
197930.0233,765.15,469.24,15.01,No,No,0,0,1
368004.9107,1326.19,444.04,47.6,Yes,No,1,0,1
340697.6327,1358.99,346.6,51.8,No,Yes,0,1,1
222754.4147,901.84,280.13,43.2,Yes,No,1,0,1
335423.1111,811.92,19.64,21.89,No,No,0,0,1
237801.2117,914.6,547.89,39.49,Yes,Yes,1,1,1
363179.2547,963.49,593.93,35.6,No,No,0,0,1
702986.559,1561.0,643.29,16.36,No,No,0,0,1
387702.7452,1014.08,276.56,20.73,No,No,0,0,1
498591.0251,787.09,828.23,12.78,No,Yes,0,1,1
313402.4745,820.98,285.53,5.74,No,Yes,0,1,1
